url,prompt,output
www.dentalrobotics.nl/,Contact Email,info@dentalrobotics.nl
www.dentalrobotics.nl/,Actively Hiring,info@dentalrobotics.nl
www.dentalrobotics.nl/,Industry Groups,Health Care
www.dentalrobotics.nl/,LinkedIn,https://www.linkedin.com/company/e-mergo
www.oldelft.com/,Organization Name,Oldelft Ultrasound
www.oldelft.com/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.oldelft.com/,Industries,Manufacturing
www.oldelft.com/,Description,Oldelft Ultrasound is a key component supplier to global OEM ultrasound equipment manufacturers.
www.oldelft.com/,DB Rank,"632,939"
www.oldelft.com/,Website,www.oldelft.com/
www.oldelft.com/,Operating Status,Active
www.oldelft.com/,Phone Number,+31 (0)15 269 89 00
www.oldelft.com/,Contact Email,info@oldelft.nl
www.oldelft.com/,Actively Hiring,info@oldelft.nl
www.oldelft.com/,Full Description,"Oldelft Ultrasound is a key component supplier to global OEM ultrasound equipment manufacturers. These OEMs supply ultrasound systems to hospitals and other medical institutions. Oldelft is specialised in the miniaturisation of transducers, mostly to diagnose cardiovascular disorders, and is especially well-known for its TEE (Trans Esophageal Echocardiography) transducers. Thanks to this unique and innovative know-how, Oldelft is the leading independent supplier of this type of complex ultrasound components that serve to treat children and preterm infants as well as adults where it can deliver high quality probes. Within its R&D department several very promising projects for new product designs are ongoing. Oldelft collaborates with different technical and medical universities (e.g. Delft and Rotterdam)."
www.oldelft.com/,Industry Groups,Manufacturing
www.oldelft.com/,LinkedIn,https://www.linkedin.com/company/19086317/admin/
www.un-ihe.org,Organization Name,IHE Delft
www.un-ihe.org,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.un-ihe.org,Industries,"Education, Higher Education, Universities"
www.un-ihe.org,Description,IHE Delft is an organization that offers graduate courses in water education.
www.un-ihe.org,DB Rank,"633,932"
www.un-ihe.org,Website,www.un-ihe.org
www.un-ihe.org,Operating Status,Active
www.un-ihe.org,Phone Number,31 (0)152151715
www.un-ihe.org,Contact Email,info@un-ihe.org
www.un-ihe.org,Actively Hiring,info@un-ihe.org
www.un-ihe.org,Industry Groups,"Education, Other"
www.un-ihe.org,Number of Employees,251-500
www.un-ihe.org,LinkedIn,https://www.linkedin.com/company/charlie-temple~
gorespyre.com/,Organization Name,Respyre
gorespyre.com/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
gorespyre.com/,Industries,"Civil Engineering, Construction"
gorespyre.com/,Description,Respyre has developed concrete and a concrete plaster that accommodates the growth of moss on its surface.
gorespyre.com/,DB Rank,"635,083"
gorespyre.com/,Website,gorespyre.com/
gorespyre.com/,Operating Status,Active
gorespyre.com/,Contact Email,Info@gorespyre.com
gorespyre.com/,Actively Hiring,Info@gorespyre.com
gorespyre.com/,Full Description,"Respyre has developed concrete and a concrete plaster that accommodates the growth of moss on its surface. With the bioreceptive concrete, Respyre turns any unused surface into an opportunity to bring vegetation into the urban environment."
gorespyre.com/,Industry Groups,"Real Estate, Science and Engineering"
gorespyre.com/,LinkedIn,https://in.linkedin.com/company/qdepq
www.e-mergo.nl,Organization Name,E-mergo
www.e-mergo.nl,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.e-mergo.nl,Industries,"Analytics, Database, Information Technology, Management Consulting, Mobile Apps, Software"
www.e-mergo.nl,Description,"E-mergo provides data management, data analytics and app development solutions using the software."
www.e-mergo.nl,DB Rank,"640,335"
www.e-mergo.nl,Website,www.e-mergo.nl
www.e-mergo.nl,Operating Status,Active
www.e-mergo.nl,Phone Number,085-016-0411
www.e-mergo.nl,Contact Email,info@e-mergo.nl
www.e-mergo.nl,Actively Hiring,info@e-mergo.nl
www.e-mergo.nl,Industry Groups,"Apps, Data and Analytics, Information Technology, Mobile, Professional Services, Software"
www.e-mergo.nl,Number of Employees,51-100
www.e-mergo.nl,LinkedIn,https://www.linkedin.com/company/prosim-aviation-research-b-v-/
www.pyropower.eu,Organization Name,Pyropower
www.pyropower.eu,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.pyropower.eu,Industries,Energy
www.pyropower.eu,Description,"Biomass energy, waste management service and technology, agricultural products"
www.pyropower.eu,DB Rank,"648,040"
www.pyropower.eu,Founded Date,Feb 2019
www.pyropower.eu,Website,www.pyropower.eu
www.pyropower.eu,Operating Status,Active
www.pyropower.eu,Full Description,"Pyropower is waste-to-energy and agric-tech startup from the Delft University of Technology and Wageningen University. The company's mission is to reduce the impact of organic waste in both rural and urban areas and provide energy infrastructure to communities and industry. The underlying decentralised technology of Pyropower is biomass energy, through an efficient pyrolysis process, which converts waste into energy and biochar. Pyropower also works with other pyrolysis operational partners to seek waste streams, produce, certify and export biochar globally. Pyropower also provides local support and payment schemes for social development impact and generates revenue from selling carbon credits from biochar's ability to sequester carbon."
www.pyropower.eu,Industry Groups,Energy
www.pyropower.eu,LinkedIn,https://www.linkedin.com/company/aame-accountants-&-belastingadviseurs
www.charlietemple.com,Organization Name,Charlie Temple
www.charlietemple.com,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.charlietemple.com,Industries,E-Commerce
www.charlietemple.com,Description,Charlie Temple believe that buying glasses should be fun and easy and that everyone should be able to buy glasses of the best quality.
www.charlietemple.com,DB Rank,"660,366"
www.charlietemple.com,Website,www.charlietemple.com
www.charlietemple.com,Operating Status,Active
www.charlietemple.com,Phone Number,204040000
www.charlietemple.com,Full Description,Charlie Temple believe that buying glasses should be nice and easy and that everyone should be able to buy glasses of the best quality without spending a fortune.
www.charlietemple.com,Industry Groups,Commerce and Shopping
www.charlietemple.com,Founders,Leon Planken
www.charlietemple.com,LinkedIn,https://www.linkedin.com/company/stil-technology/
www.qdepq.com/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.qdepq.com/,Industries,3D Technology
www.qdepq.com/,Description,QdepQ created a way to transform your pictures from 2D to 3D in just a few seconds.
www.qdepq.com/,DB Rank,"661,815"
www.qdepq.com/,Founded Date,"Dec 1, 2014"
www.qdepq.com/,Website,www.qdepq.com/
www.qdepq.com/,Operating Status,Active
www.qdepq.com/,Full Description,"QdepQ is a startup company of the Delft University of Technology in the Netherlands, aiming at bringing 3D viewing technology into everyday life. It is their belief that, just as color TV displaced B/W TV in the past, 3D Cinema, 3D TV and auto stereoscopic (without glasses) 3D screens will eventually enter our daily life. With their patented system, generating 3D content is easy for still pictures, video, and cinema."
www.qdepq.com/,Industry Groups,"Hardware, Software"
www.ke-chain.com/,Organization Name,KE-works
www.ke-chain.com/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.ke-chain.com/,Industries,"Enterprise Software, Knowledge Management, Manufacturing"
www.ke-chain.com/,Description,Engineering Process Management Solutions
www.ke-chain.com/,DB Rank,"677,168"
www.ke-chain.com/,Founded Date,"Jun 1, 2008"
www.ke-chain.com/,Website,www.ke-chain.com/
www.ke-chain.com/,Operating Status,Active
www.ke-chain.com/,Phone Number,+31 15 7111104
www.ke-chain.com/,Contact Email,info@ke-works.com
www.ke-chain.com/,Actively Hiring,info@ke-works.com
www.ke-chain.com/,Full Description,"KE-works provides engineering process automation solutions to the manufacturing industry. Main customers are currently within the Aerospace, Marine and Offshore industry. Its aim is to to streamline the complete flow of engineering tasks, from proposal phase to start of manufacturing phase. KE-works holds office in the Incubator of the Delft University of Technology: YES!Delft. KE-works uses knowledge engineering technologies combined with systems engineering and multi-disciplinary design optimisation background to develop their product KE-chain: an engineering process automation solution. Providing engineers (targetted end-users) the right information at the right time, in the right form to make proper decisions while removing repetitive work from their workflow. Provide engineering managers better state information on engineering process and engineering risks, improving qualitity of the product, the process and reducing lead time."
www.ke-chain.com/,Industry Groups,"Administrative Services, Manufacturing, Other, Software"
www.ke-chain.com/,Founders,Jochem Berends
pinkie.nu,Organization Name,Pinkie
pinkie.nu,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
pinkie.nu,Industries,"Art, E-Commerce, Handmade"
pinkie.nu,Description,Pinkie is an online store that sells handmade cards and posters.
pinkie.nu,DB Rank,"686,884"
pinkie.nu,Founded Date,"Mar 1, 2016"
pinkie.nu,Website,pinkie.nu
pinkie.nu,Estimated Revenue,Less than $1M
pinkie.nu,Operating Status,Active
pinkie.nu,Phone Number,(+31) 641161167
pinkie.nu,Contact Email,info@pinkie.nu
pinkie.nu,Actively Hiring,info@pinkie.nu
pinkie.nu,Industry Groups,"Commerce and Shopping, Consumer Goods, Media and Entertainment"
prosim-ar.com/,Organization Name,ProSim-AR
prosim-ar.com/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
prosim-ar.com/,Industries,"Aerospace, Information Technology, Software"
prosim-ar.com/,Description,ProSim-AR is a software company that creates software solutions for flight simulators.
prosim-ar.com/,DB Rank,"691,909"
prosim-ar.com/,Founded Date,"Jan 1, 2012"
prosim-ar.com/,Website,prosim-ar.com/
prosim-ar.com/,Operating Status,Active
prosim-ar.com/,Phone Number,31-858770808
prosim-ar.com/,Contact Email,info@prosim-ar.com
prosim-ar.com/,Actively Hiring,info@prosim-ar.com
prosim-ar.com/,Industry Groups,"Information Technology, Science and Engineering, Software"
www.aame.nl,Organization Name,AAme Advisors
www.aame.nl,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.aame.nl,Industries,"Accounting, Consulting, Legal"
www.aame.nl,Description,"AAME Advisors offers accountancy, tax advice, salary administration, legal services, and secondment solutions."
www.aame.nl,DB Rank,"704,723"
www.aame.nl,Website,www.aame.nl
www.aame.nl,Estimated Revenue,$1M to $10M
www.aame.nl,Operating Status,Active
www.aame.nl,Phone Number,+31 0 15 215 88 15
www.aame.nl,Contact Email,info@aame.nl
www.aame.nl,Actively Hiring,info@aame.nl
www.aame.nl,Full Description,"AAme Advisors provides accountancy, salary administration, legal advice, payroll solutions, auditing, review, CPA, national tax, international tax, employment legislation, ex-pats, ex-pats industry, payrolling inbound and outbound, supplier legal services, recruitment industry, retail industry, horeca industry, advice company finance restructuring, SME's, and large international companies."
www.aame.nl,Industry Groups,"Financial Services, Professional Services"
www.stilwearable.com/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.stilwearable.com/,Industries,"Medical, Medical Device"
www.stilwearable.com/,Description,STIL is a medtech company developing an anti-tremor brace that provides patients with a steady hand by suppressing involuntary shakes.
www.stilwearable.com/,DB Rank,"706,065"
www.stilwearable.com/,Website,www.stilwearable.com/
www.stilwearable.com/,Operating Status,Active
www.stilwearable.com/,Contact Email,info@stil-technology.com
www.stilwearable.com/,Actively Hiring,info@stil-technology.com
www.stilwearable.com/,Full Description,"STIL is a MedTech company developing an anti-tremor brace that provides patients with a steady hand by suppressing involuntary shakes. A tremor is an involuntary shake in the limbs. About 22 million people worldwide with Parkinson’s Disease and Essential Tremors experience these tremors in a very severe form. STIL develops a new method to suppress tremors, based on the concept of noise-canceling. It was founded in 2017 and is based in Delft, Zuid-Holland."
www.stilwearable.com/,Industry Groups,Health Care
www.stilwearable.com/,Founders,IJsbrand de Lange
thefuturemobility.network/,Organization Name,The Future Mobility Network
thefuturemobility.network/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
thefuturemobility.network/,Industries,"Electric Vehicle, Logistics, Public Transportation, Transportation"
thefuturemobility.network/,Description,The Future Mobility Network is a knowledge and consultancy agency that deals with the mobility of the future.
thefuturemobility.network/,DB Rank,"707,413"
thefuturemobility.network/,Website,thefuturemobility.network/
thefuturemobility.network/,Operating Status,Active
thefuturemobility.network/,Phone Number,653289948
thefuturemobility.network/,Full Description,"The Future Mobility Network is a knowledge and consultancy agency that deals with the mobility of the future such as self-driving shuttles for the last mile, hubs, city logistics, sustainable area developments, traffic solutions, freight transport by drone or robot, and the new public transport. It is consists of a team and network of scientists, technicians, consultants, project leaders, and urban planners. Founders Alwin Bakker and Joop Veenis founded the company in 2016 in Delft, Zuid-Holland."
thefuturemobility.network/,Industry Groups,Transportation
thefuturemobility.network/,Founders,Sergio Diez
thefuturemobility.network/,Twitter,https://www.twitter.com/ggzdelfland
thefuturemobility.network/,Facebook,https://www.facebook.com/delfthyperloop
thefuturemobility.network/,LinkedIn,https://www.linkedin.com/company/thefuturemobilitynetwork
www.delfthyperloop.nl,Organization Name,Delft Hyperloop
www.delfthyperloop.nl,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.delfthyperloop.nl,Industries,"Industrial Engineering, Transportation"
www.delfthyperloop.nl,Description,Delft Hyperloop is a system engineering-based transportation firm focusing on developing scalable Hyperloop modes of transportation.
www.delfthyperloop.nl,DB Rank,"711,539"
www.delfthyperloop.nl,Website,www.delfthyperloop.nl
www.delfthyperloop.nl,Estimated Revenue,$1M to $10M
www.delfthyperloop.nl,Operating Status,Active
www.delfthyperloop.nl,Phone Number,+31 6 83 79 0237
www.delfthyperloop.nl,Contact Email,miserief@delfthyperloop.nl
www.delfthyperloop.nl,Actively Hiring,miserief@delfthyperloop.nl
www.delfthyperloop.nl,Industry Groups,"Manufacturing, Science and Engineering, Transportation"
www.delfthyperloop.nl,Twitter,https://twitter.com/senzumbrellas
www.delfthyperloop.nl,Facebook,https://www.facebook.com/GGZDelfland
www.delfthyperloop.nl,LinkedIn,https://www.linkedin.com/company/delft-hyperloop
www.ggz-delfland.nl/,Organization Name,GGZ Delfland
www.ggz-delfland.nl/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.ggz-delfland.nl/,Industries,"Health Care, Non Profit"
www.ggz-delfland.nl/,Description,GGZ Delfland is one of the oldest institutions for mental health care that provide basic to highly specialized mental health care.
www.ggz-delfland.nl/,DB Rank,"713,424"
www.ggz-delfland.nl/,Website,www.ggz-delfland.nl/
www.ggz-delfland.nl/,Operating Status,Active
www.ggz-delfland.nl/,Phone Number,+31 15 260 7607
www.ggz-delfland.nl/,Contact Email,info@ggz-delfland.nl
www.ggz-delfland.nl/,Actively Hiring,info@ggz-delfland.nl
www.ggz-delfland.nl/,Industry Groups,"Health Care, Other"
www.ggz-delfland.nl/,Number of Employees,1001-5000
www.ggz-delfland.nl/,Twitter,https://twitter.com/Dynamic_Ear
www.ggz-delfland.nl/,Facebook,https://www.facebook.com/senzumbrellas
www.ggz-delfland.nl/,LinkedIn,https://www.linkedin.com/company/ggz-delfland/
www.senz.com,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.senz.com,Industries,"Beauty, Fashion, Lifestyle"
www.senz.com,Description,At senz° we really don't like crappy products. We love to make a difference and to put a smile on your face!
www.senz.com,DB Rank,"726,348"
www.senz.com,Website,www.senz.com
www.senz.com,Estimated Revenue,Less than $1M
www.senz.com,Operating Status,Active
www.senz.com,Phone Number,+310152855022
www.senz.com,Contact Email,welcome@senz.com
www.senz.com,Actively Hiring,welcome@senz.com
www.senz.com,Full Description,"A lot has happened since their market introduction in 2006. They're trying hard to hold on to this amazing fast train that just keeps on going and going! They are proud of their culture, made by a great team of 20 people. Their office is located at the Science Center in Delft. A historical building with lots of high tech inspiration. They´re all in this together, so the entire team works in one large office space. They like to keep things informal and open. They get excited from everyone's input and helping each other is their nature. However, entering their office is at your own risk: you might get infected by the senz° virus by spending a day here! They strongly believe in their core values: playful, happiness, authentic and ambitious. If you, just like us, get excited from building a global brand, don't waste any time and send us your CV and missionary sales pitch! This also applies for students who would like to do their internship or graduation project in a dynamic company like senz°. They would love to hear your thoughts!"
www.senz.com,Industry Groups,"Clothing and Apparel, Community and Lifestyle, Consumer Goods, Design"
www.senz.com,Twitter,https://www.twitter.com/nl_newest
www.senz.com,Facebook,https://www.facebook.com/newestindustrynl
www.senz.com,LinkedIn,http://www.linkedin.com/company/606709
www.dynamic-ear.com/,Organization Name,Dynamic Ear Company
www.dynamic-ear.com/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.dynamic-ear.com/,Industries,Manufacturing
www.dynamic-ear.com/,Description,Dynamic Ear Company develops and manufactures innovative hearing protection and sound management solutions for musicians.
www.dynamic-ear.com/,DB Rank,"727,198"
www.dynamic-ear.com/,Website,www.dynamic-ear.com/
www.dynamic-ear.com/,Operating Status,Active
www.dynamic-ear.com/,Phone Number,+31(0)15 2613 700
www.dynamic-ear.com/,Contact Email,sales@dynamic-ear.com
www.dynamic-ear.com/,Actively Hiring,sales@dynamic-ear.com
www.dynamic-ear.com/,Full Description,Dynamic Ear Company develops and manufactures innovative hearing protection and sound management solutions for musicians.
www.dynamic-ear.com/,Industry Groups,Manufacturing
www.dynamic-ear.com/,Twitter,https://twitter.com/Garbage2Logic
www.dynamic-ear.com/,Facebook,https://www.facebook.com/varows/
www.dynamic-ear.com/,LinkedIn,https://www.linkedin.com/company/dynamic-ear-company/
newestindustry.nl,Organization Name,Newest Industry
newestindustry.nl,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
newestindustry.nl,Industries,"Financial Services, FinTech, Internet, Social Media"
newestindustry.nl,Description,"Concepts and platform builders in fintech, proptech & automotive"
newestindustry.nl,DB Rank,"736,827"
newestindustry.nl,Founded Date,"Jul 1, 2013"
newestindustry.nl,Website,newestindustry.nl
newestindustry.nl,Estimated Revenue,Less than $1M
newestindustry.nl,Operating Status,Active
newestindustry.nl,Phone Number,+31 164 237 327
newestindustry.nl,Contact Email,info@newestindustry.nl
newestindustry.nl,Actively Hiring,info@newestindustry.nl
newestindustry.nl,Industry Groups,"Financial Services, Internet Services, Media and Entertainment"
newestindustry.nl,Founders,"Kees Haverkamp, Martijn van Maasakkers, Perry Gruber"
newestindustry.nl,Twitter,https://twitter.com/DreamsolutionBV
newestindustry.nl,Facebook,https://www.facebook.com/pg/maibagsofficial/
newestindustry.nl,LinkedIn,https://www.linkedin.com/company/newest-industry
varows.com,Organization Name,VAROWS
varows.com,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
varows.com,Industries,"Advertising, Information Technology"
varows.com,Description,VAROWS is a digital marketing firm based in Uganda with vast experience in the field.
varows.com,DB Rank,"749,521"
varows.com,Founded Date,"Jan 1, 2017"
varows.com,Website,varows.com
varows.com,Operating Status,Active
varows.com,Phone Number,31614369014
varows.com,Industry Groups,"Advertising, Information Technology, Sales and Marketing"
varows.com,Twitter,https://twitter.com/samson_it
varows.com,Facebook,https://www.facebook.com/OMNINL
varows.com,LinkedIn,https://www.linkedin.com/company/varows/
gilotechnologies.com/,Organization Name,Gilo Technologies
gilotechnologies.com/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
gilotechnologies.com/,Industries,"Content, EdTech, Information Technology"
gilotechnologies.com/,Description,Gilo Technologies develops a platform designed to improve the quality and quantity of written argumentation.
gilotechnologies.com/,DB Rank,"755,352"
gilotechnologies.com/,Website,gilotechnologies.com/
gilotechnologies.com/,Operating Status,Active
gilotechnologies.com/,Phone Number,31647492571
gilotechnologies.com/,Contact Email,info@gilotechnologies.com
gilotechnologies.com/,Actively Hiring,info@gilotechnologies.com
gilotechnologies.com/,Full Description,"Gilo Technologies develops a platform designed to improve the quality and quantity of written argumentation. It rebuilds flawed arguments, accesses definitions and citations, creates summaries and introductions, and detects AI-generated plagiarism."
gilotechnologies.com/,Industry Groups,"Education, Information Technology, Media and Entertainment, Software"
gilotechnologies.com/,Twitter,https://twitter.com/AllRackets
gilotechnologies.com/,Facebook,https://www.facebook.com/dreamsolutionbv/
gilotechnologies.com/,LinkedIn,https://www.linkedin.com/company/gilo-technologies/
www.royaldelft.com,Organization Name,Royal Delft
www.royaldelft.com,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.royaldelft.com,Industries,Consumer Goods
www.royaldelft.com,Description,Royal Delft is engaged in the production and sale of earthenware and related products.
www.royaldelft.com,DB Rank,"756,844"
www.royaldelft.com,Website,www.royaldelft.com
www.royaldelft.com,Operating Status,Active
www.royaldelft.com,Phone Number,+31-15-2512030
www.royaldelft.com,Full Description,"Koninklijke Porceleyne Fles NV is engaged in the production and sale of earthenware and related products. Royal Delft is the last remaining earthenware factory from the 17th century. Here the renowned Delft Blue is still entirely hand painted according to centuries-old tradition. At the Royal Delft Experience you will discover the complete history and production process of Royal Delftware. Here, you can feel our painters’ passion during a painting demonstration, admire our Delftware museum collection and wander through the factory where craftsmen are busy producing the products."
www.royaldelft.com,Industry Groups,Consumer Goods
www.royaldelft.com,Number of Employees,51-100
www.royaldelft.com,Twitter,https://twitter.com/comoninvent
www.royaldelft.com,Facebook,https://www.facebook.com/AllRacketscom/
www.royaldelft.com,LinkedIn,https://www.linkedin.com/company/mai-bags/
www.mai-bags.com,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.mai-bags.com,Industries,"E-Commerce, Handmade, Retail"
www.mai-bags.com,Description,Mai is an online store that designs and sells handmade backpacks and luggage bags.
www.mai-bags.com,DB Rank,"757,058"
www.mai-bags.com,Founded Date,"Aug 5, 2019"
www.mai-bags.com,Website,www.mai-bags.com
www.mai-bags.com,Estimated Revenue,Less than $1M
www.mai-bags.com,Operating Status,Active
www.mai-bags.com,Contact Email,info@mai-bags.com
www.mai-bags.com,Actively Hiring,info@mai-bags.com
www.mai-bags.com,Industry Groups,"Commerce and Shopping, Consumer Goods"
www.mai-bags.com,Twitter,https://twitter.com/tim_company
www.mai-bags.com,Facebook,https://www.facebook.com/BRISECARE/
www.mai-bags.com,LinkedIn,https://www.linkedin.com/company/omniyou
omniyou.nl,Organization Name,Omniyou
omniyou.nl,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
omniyou.nl,Industries,"Fitness, Genetics, Knowledge Management, Nutrition, Wellness"
omniyou.nl,Description,"Omniyou offers DNA tests in the field of nutrition, sport, skin, sleep and stress, with which enable people to adopt a healthier lifestyle."
omniyou.nl,DB Rank,"757,160"
omniyou.nl,Website,omniyou.nl
omniyou.nl,Operating Status,Active
omniyou.nl,Full Description,"Omniyou offers DNA tests in the field of nutrition, sport, skin, sleep and stress, with which enable people to adopt a healthier lifestyle. Omniyou is headquartered in Delft, South Holland."
omniyou.nl,Industry Groups,"Administrative Services, Biotechnology, Food and Beverage, Health Care, Other, Sports"
omniyou.nl,Founders,Berry Kriesels
omniyou.nl,Twitter,https://twitter.com/BriseCare
omniyou.nl,Facebook,https://www.facebook.com/pietervforeest
omniyou.nl,LinkedIn,https://www.linkedin.com/company/dreamsolution/
www.kempen-begeer.nl/,Organization Name,B.V. Koninklijke Van Kempen & Begeer
www.kempen-begeer.nl/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.kempen-begeer.nl/,Industries,"Consumer Goods, Manufacturing"
www.kempen-begeer.nl/,Description,B.V. Koninklijke Van Kempen & Begeer is manufactures crockery. The company owns and operates Keltum.
www.kempen-begeer.nl/,DB Rank,"763,905"
www.kempen-begeer.nl/,Website,www.kempen-begeer.nl/
www.kempen-begeer.nl/,Operating Status,Active
www.kempen-begeer.nl/,Phone Number,+31 015 25 10 30
www.kempen-begeer.nl/,Full Description,"B.V. Koninklijke Van Kempen & Begeer is manufactures crockery. The company owns and operates Keltum. For centuries, Koninklijke Van Kempen & Begeer has led the field of contemporary and traditional silverware in the Netherlands. Ever since the guild time our silversmiths have designed and manufactured craft masterpieces in the highest quality silver"
www.kempen-begeer.nl/,Industry Groups,"Consumer Goods, Manufacturing"
www.kempen-begeer.nl/,Twitter,https://twitter.com/delftdynamics
www.kempen-begeer.nl/,Facebook,https://www.facebook.com/Ruitenburg/
www.kempen-begeer.nl/,LinkedIn,https://www.linkedin.com/company/samson-it/
www.dreamsolution.nl,Organization Name,Dream Solution
www.dreamsolution.nl,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.dreamsolution.nl,Industries,"Information Technology, Online Portals, Software, Software Engineering, Web Apps"
www.dreamsolution.nl,Description,"Dream Solution is an IT firm that designs, develops and realizes innovative web applications."
www.dreamsolution.nl,DB Rank,"784,457"
www.dreamsolution.nl,Founded Date,"Jan 1, 2002"
www.dreamsolution.nl,Website,www.dreamsolution.nl
www.dreamsolution.nl,Estimated Revenue,Less than $1M
www.dreamsolution.nl,Operating Status,Active
www.dreamsolution.nl,Phone Number,+31-152129561
www.dreamsolution.nl,Contact Email,info@dreamsolution.nl
www.dreamsolution.nl,Actively Hiring,info@dreamsolution.nl
www.dreamsolution.nl,Industry Groups,"Apps, Information Technology, Internet Services, Science and Engineering, Software"
www.dreamsolution.nl,Twitter,https://www.twitter.com/PietervForeest
www.dreamsolution.nl,Facebook,https://www.facebook.com/CEDelft
www.dreamsolution.nl,LinkedIn,https://www.linkedin.com/company/solvge/
www.samson-it.nl,Organization Name,Samson IT
www.samson-it.nl,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.samson-it.nl,Industries,"Apps, Information and Communications Technology (ICT), VoIP"
www.samson-it.nl,Description,"Samson IT provides application development, management of ICT environments, and VoIP telephony solutions."
www.samson-it.nl,DB Rank,"804,518"
www.samson-it.nl,Website,www.samson-it.nl
www.samson-it.nl,Estimated Revenue,Less than $1M
www.samson-it.nl,Operating Status,Active
www.samson-it.nl,Phone Number,+31 88 6 16 16 16
www.samson-it.nl,Contact Email,info@samson-it.nl
www.samson-it.nl,Actively Hiring,info@samson-it.nl
www.samson-it.nl,Industry Groups,"Apps, Information Technology, Internet Services, Messaging and Telecommunications, Software"
www.samson-it.nl,Twitter,https://twitter.com/ruitenburg/
www.samson-it.nl,Facebook,https://www.facebook.com/Agium/
www.samson-it.nl,LinkedIn,https://www.linkedin.com/company/comon-invent-b-v-/
www.solvge.com/,Organization Name,SolvGE
www.solvge.com/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.solvge.com/,Industries,"Chemical, Chemical Engineering, Manufacturing, Mechanical Engineering"
www.solvge.com/,Description,SolvGE focuses on producing Hydrogen Peroxide Concentrator.
www.solvge.com/,DB Rank,"816,842"
www.solvge.com/,Website,www.solvge.com/
www.solvge.com/,Operating Status,Active
www.solvge.com/,Contact Email,info@solvge.com
www.solvge.com/,Actively Hiring,info@solvge.com
www.solvge.com/,Full Description,"SolvGE, we are producing the world’s first Hydrogen Peroxide Concentrator. Our team has developed a novel patented technology that allows for a safer production of H2O2 at any required concentration, when and where you need it. With the printer in your hands, its portability and scalability will provide you any volume of H2O2 for multiple applications. From bleaching pulp to manufacturing disinfectants, from extracting gold and uranium to wastewater treatment, from oxidation reactions to manufacturing electronics; and even fueling space propulsion. All this is achieved with extreme safety measures so that you can focus on what matters: working with the high concentration H2O2. Through a revolutionary passive process, the printer can produce any output up to 99.5%+; all this while adhering to the highest standards for purity!"
www.solvge.com/,Industry Groups,"Manufacturing, Science and Engineering"
www.solvge.com/,Twitter,https://twitter.com/cedelft
www.solvge.com/,Facebook,http://www.facebook.com/Windchallenge
www.solvge.com/,LinkedIn,https://www.linkedin.com/company/the-tim-company/
www.allrackets.com,Organization Name,AllRackets.com
www.allrackets.com,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.allrackets.com,Industries,"E-Commerce, Shopping, Sporting Goods"
www.allrackets.com,Description,"AllRackets.com is an online distributor of badminton sporting goods such as clothes, rackets, shoes, shuttles and accessories."
www.allrackets.com,DB Rank,"820,688"
www.allrackets.com,Founded Date,"Apr 8, 2011"
www.allrackets.com,Website,www.allrackets.com
www.allrackets.com,Estimated Revenue,Less than $1M
www.allrackets.com,Operating Status,Active
www.allrackets.com,Phone Number,+31-640197739
www.allrackets.com,Contact Email,info@allrackets.com
www.allrackets.com,Actively Hiring,info@allrackets.com
www.allrackets.com,Industry Groups,"Commerce and Shopping, Sports"
www.allrackets.com,Twitter,http://twitter.com/Windchallenge
www.allrackets.com,Facebook,https://www.facebook.com/aanmelder
www.allrackets.com,LinkedIn,https://www.linkedin.com/company/parapy/
www.comon-invent.com/,Organization Name,Comon Invent
www.comon-invent.com/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.comon-invent.com/,Industries,"B2B, Environmental Consulting, Service Industry"
